transaction_item_id,order_id,customer_id,restaurant_name,meal_name,category,rating,review_text,sentiment_label,delivery_time,food_preparation_time,cost_of_the_order,order_date
TI000202,ORD00077,C0050,Wrap World,Coke,Drink,5.0,"The food arrived hot and fresh, exceeded my expectations.",positive,,33.0,13.04,2024-06-10
TI000203,ORD00078,C0071,Pasta Point,Penne Arrabiata,Main,5.0,Highly satisfied with the taste and delivery speed.,positive,68.0,26.0,15.17,2024-10-28
TI000204,ORD00078,C0071,Pasta Point,Tiramisu,Dessert,5.0,Highly satisfied with the taste and delivery speed.,positive,68.0,26.0,15.17,2024-10-28
TI000205,ORD00079,C0046,Pasta Point,Fettuccine Alfredo,Main,3.0,"Food was okay, nothing too special but decent.",neutral,20.0,32.0,15.54,2024-06-03
TI000206,ORD00079,C0046,Pasta Point,Garlic Bread,Side,3.0,"Food was okay, nothing too special but decent.",neutral,20.0,32.0,15.54,2024-06-03
TI000207,ORD00079,C0046,Pasta Point,Coke,Drink,3.0,"Food was okay, nothing too special but decent.",neutral,20.0,32.0,15.54,2024-06-03
TI000208,ORD00080,C0126,Wrap World,Falafel Wrap,Main,4.0,"Outstanding food, the whole family enjoyed it.",positive,75.0,10.0,10.63,2024-02-22
TI000209,ORD00080,C0126,Wrap World,Coleslaw,Side,4.0,"Outstanding food, the whole family enjoyed it.",positive,75.0,10.0,10.63,2024-02-22
TI000210,ORD00081,C0065,Taco Town,Chicken Taco,Main,2.0,Terrible! Food smelled off and delivery was over an hour late.,negative,27.0,12.0,10.27,2024-09-01
TI000211,ORD00081,C0065,Taco Town,Guacamole,Side,2.0,Terrible! Food smelled off and delivery was over an hour late.,,27.0,12.0,10.27,2024-09-01
TI000212,ORD00081,C0065,Taco Town,Horchata,Drink,,Terrible! Food smelled off and delivery was over an hour late.,negative,27.0,,10.27,2024-09-01
TI000213,ORD00082,C0022,Burger Barn,Double Burger,Main,4.0,So good I ordered again the next day!,positive,27.0,27.0,18.99,2024-05-07
TI000214,ORD00082,C0022,Burger Barn,Fries,Side,4.0,So good I ordered again the next day!,positive,27.0,27.0,18.99,2024-05-07
TI000215,ORD00082,C0022,Burger Barn,Milkshake,Drink,4.0,So good I ordered again the next day!,positive,,27.0,18.99,2024-05-07
TI000216,ORD00082,C0022,Burger Barn,Onion Rings,Side,4.0,So good I ordered again the next day!,positive,27.0,27.0,18.99,2024-05-07
TI000217,ORD00083,C0114,Pasta Point,Penne Arrabiata,Main,4.0,"Excellent taste and fast delivery, very satisfied!",positive,75.0,28.0,13.96,2024-06-01
TI000218,ORD00083,C0114,Pasta Point,Garlic Bread,Side,4.0,"Excellent taste and fast delivery, very satisfied!",positive,75.0,28.0,13.96,2024-06-01
TI000219,ORD00084,C0026,Burger Barn,Burger,Main,2.0,"Cold food and extremely late delivery, very unhappy.",negative,60.0,16.0,10.01,2024-04-16
TI000220,ORD00084,C0026,Burger Barn,Onion Rings,Side,2.0,"Cold food and extremely late delivery, very unhappy.",negative,60.0,16.0,10.01,2024-04-16
TI000221,ORD00085,C0105,Sushi Spot,Tuna Roll,Main,1.0,"Disappointing quality, not worth the price at all.",negative,64.0,29.0,38.9,2024-08-18
TI000222,ORD00085,C0105,Sushi Spot,Dragon Roll,Main,1.0,"Disappointing quality, not worth the price at all.",negative,64.0,29.0,38.9,2024-08-18
TI000223,ORD00085,C0105,Sushi Spot,Edamame,Side,1.0,"Disappointing quality, not worth the price at all.",negative,64.0,29.0,38.9,2024-08-18
TI000224,ORD00085,C0105,Sushi Spot,Salmon Sushi,Main,1.0,"Disappointing quality, not worth the price at all.",negative,,29.0,38.9,2024-08-18
TI000225,ORD00086,C0068,Wrap World,Chicken Wrap,Main,3.0,"Average meal, met my basic expectations.",neutral,57.0,31.0,20.07,2024-11-16
TI000226,ORD00086,C0068,Wrap World,Coleslaw,Side,3.0,"Average meal, met my basic expectations.",neutral,57.0,31.0,20.07,2024-11-16
TI000227,ORD00086,C0068,Wrap World,Lemonade,Drink,3.0,"Average meal, met my basic expectations.",neutral,,31.0,20.07,2024-11-16
TI000228,ORD00086,C0068,Wrap World,Falafel Wrap,Main,3.0,"Average meal, met my basic expectations.",neutral,57.0,,20.07,2024-11-16
TI000229,ORD00087,C0037,Pasta Point,Penne Arrabiata,Main,4.0,Highly satisfied with the taste and delivery speed.,positive,23.0,15.0,15.57,2024-02-06
TI000230,ORD00087,C0037,Pasta Point,Tiramisu,Dessert,4.0,Highly satisfied with the taste and delivery speed.,positive,23.0,15.0,15.57,2024-02-06
TI000231,ORD00088,C0078,Wrap World,Chicken Wrap,Main,4.0,"Best meal I've had in a long time, highly recommend!",positive,45.0,18.0,12.97,2024-12-24
TI000232,ORD00088,C0078,Wrap World,Coleslaw,Side,4.0,"Best meal I've had in a long time, highly recommend!",positive,45.0,18.0,12.97,2024-12-24
TI000233,ORD00088,C0078,Wrap World,Lemonade,Drink,4.0,"Best meal I've had in a long time, highly recommend!",positive,45.0,18.0,12.97,2024-12-24
TI000234,ORD00089,C0065,Burger Barn,Chicken Strips,Side,5.0,"Excellent taste and fast delivery, very satisfied!",,25.0,17.0,11.39,2024-01-14
TI000235,ORD00089,C0065,Burger Barn,Fries,Side,5.0,"Excellent taste and fast delivery, very satisfied!",positive,25.0,17.0,11.39,2024-01-14
TI000236,ORD00089,C0065,Burger Barn,Coke,Drink,5.0,"Excellent taste and fast delivery, very satisfied!",positive,25.0,17.0,11.39,2024-01-14
TI000237,ORD00090,C0148,Burger Barn,Double Burger,Main,4.0,"Outstanding food, the whole family enjoyed it.",positive,68.0,34.0,11.33,2024-01-21
TI000238,ORD00090,C0148,Burger Barn,Fries,Side,,"Outstanding food, the whole family enjoyed it.",positive,68.0,34.0,11.33,2024-01-21
TI000239,ORD00091,C0112,Wrap World,Falafel Wrap,Main,4.0,"Loved every bite, the quality is consistently excellent.",positive,72.0,25.0,11.42,2024-11-21
TI000240,ORD00091,C0112,Wrap World,Coleslaw,Side,4.0,"Loved every bite, the quality is consistently excellent.",positive,72.0,25.0,11.42,2024-11-21
TI000241,ORD00092,C0042,Taco Town,Fish Taco,Main,5.0,"Loved every bite, the quality is consistently excellent.",positive,46.0,32.0,10.97,2024-06-17
TI000242,ORD00092,C0042,Taco Town,Nachos,Side,5.0,"Loved every bite, the quality is consistently excellent.",positive,46.0,32.0,10.97,2024-06-17
TI000243,ORD00093,C0083,Burger Barn,Chicken Strips,Side,5.0,,positive,69.0,22.0,14.19,2024-02-29
TI000244,ORD00093,C0083,Burger Barn,Fries,Side,5.0,Absolutely delicious! Will definitely order again.,positive,69.0,22.0,14.19,2024-02-29
TI000245,ORD00093,C0083,Burger Barn,Coke,Drink,5.0,Absolutely delicious! Will definitely order again.,,69.0,22.0,14.19,2024-02-29
TI000246,ORD00093,C0083,Burger Barn,Onion Rings,Side,5.0,Absolutely delicious! Will definitely order again.,positive,69.0,22.0,14.19,2024-02-29
TI000247,ORD00094,C0093,Salad Station,Greek Salad,Side,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,68.0,25.0,17.22,2024-11-14
TI000248,ORD00094,C0093,Salad Station,Avocado Toast,Main,5.0,"Amazing flavors, perfectly seasoned. Five stars!",,68.0,25.0,17.22,2024-11-14
TI000249,ORD00094,C0093,Salad Station,Smoothie,Drink,5.0,"Amazing flavors, perfectly seasoned. Five stars!",positive,68.0,,17.22,2024-11-14
TI000250,ORD00095,C0113,Wrap World,Falafel Wrap,Main,4.0,So good I ordered again the next day!,positive,51.0,,17.03,2024-12-23
TI000251,ORD00095,C0113,Wrap World,Fries,Side,4.0,So good I ordered again the next day!,positive,51.0,13.0,17.03,2024-12-23
TI000252,ORD00095,C0113,Wrap World,Beef Wrap,Main,4.0,So good I ordered again the next day!,positive,51.0,13.0,17.03,2024-12-23
TI000253,ORD00096,C0004,Pasta Point,Penne Arrabiata,Main,5.0,"Best meal I've had in a long time, highly recommend!",positive,46.0,12.0,14.43,2024-10-09
TI000254,ORD00096,C0004,Pasta Point,Tiramisu,Dessert,5.0,"Best meal I've had in a long time, highly recommend!",positive,46.0,12.0,14.43,2024-10-09
TI000255,ORD00097,C0040,Salad Station,Greek Salad,Side,3.0,"Arrived on time, food was mediocre.",neutral,65.0,19.0,10.5,2024-09-12
TI000256,ORD00097,C0040,Salad Station,Smoothie,Drink,3.0,,neutral,65.0,19.0,10.5,2024-09-12
TI000257,ORD00098,C0038,Salad Station,Caesar Salad,Side,5.0,Highly satisfied with the taste and delivery speed.,positive,32.0,29.0,13.0,2024-07-15
TI000258,ORD00098,C0038,Salad Station,Avocado Toast,Main,5.0,,positive,32.0,29.0,13.0,2024-07-15
TI000259,ORD00099,C0107,Pizza Palace,BBQ Chicken Pizza,Main,1.0,"Not happy at all, low quality and rude service.",negative,70.0,26.0,16.51,2024-06-23
TI000260,ORD00099,C0107,Pizza Palace,Caesar Salad,Side,1.0,"Not happy at all, low quality and rude service.",negative,70.0,26.0,16.51,2024-06-23
TI000261,ORD00100,C0126,Wrap World,Falafel Wrap,Main,4.0,So good I ordered again the next day!,positive,48.0,27.0,10.45,2024-03-17
TI000262,ORD00100,C0126,Wrap World,Fries,Side,4.0,So good I ordered again the next day!,positive,48.0,27.0,10.45,2024-03-17
TI000263,ORD00101,C0049,Noodle Nest,Ramen,Main,5.0,"Loved every bite, the quality is consistently excellent.",positive,35.0,28.0,19.74,2024-12-23
TI000264,ORD00101,C0049,Noodle Nest,Dumpling,Side,5.0,"Loved every bite, the quality is consistently excellent.",positive,35.0,28.0,19.74,2024-12-23
TI000265,ORD00101,C0049,Noodle Nest,Jasmine Tea,Drink,5.0,"Loved every bite, the quality is consistently excellent.",positive,35.0,28.0,19.74,2024-12-23
TI000266,ORD00102,C0098,Burger Barn,Veggie Burger,Main,5.0,"Outstanding food, the whole family enjoyed it.",positive,62.0,35.0,13.11,2024-07-16
TI000267,ORD00102,C0098,Burger Barn,Onion Rings,Side,5.0,"Outstanding food, the whole family enjoyed it.",positive,62.0,35.0,13.11,2024-07-16
TI000268,ORD00102,C0098,Burger Barn,Coke,Drink,5.0,"Outstanding food, the whole family enjoyed it.",positive,62.0,35.0,13.11,2024-07-16
TI000269,ORD00103,C0085,Burger Barn,Double Burger,Main,5.0,Absolutely delicious! Will definitely order again.,positive,75.0,24.0,14.67,2024-02-21
TI000270,ORD00103,C0085,Burger Barn,Fries,Side,5.0,Absolutely delicious! Will definitely order again.,positive,75.0,24.0,14.67,2024-02-21
TI000271,ORD00103,C0085,Burger Barn,Milkshake,Drink,5.0,Absolutely delicious! Will definitely order again.,positive,75.0,24.0,14.67,2024-02-21
TI000272,ORD00104,C0040,Sushi Spot,Shrimp Tempura,Side,4.0,Superb quality! The meal was warm and delicious.,positive,50.0,35.0,26.91,2024-02-08
TI000273,ORD00104,C0040,Sushi Spot,Salmon Sushi,Main,4.0,Superb quality! The meal was warm and delicious.,positive,50.0,35.0,26.91,2024-02-08
TI000274,ORD00104,C0040,Sushi Spot,Green Salad,Side,4.0,Superb quality! The meal was warm and delicious.,positive,50.0,,26.91,2024-02-08
TI000275,ORD00105,C0137,Noodle Nest,Ramen,Main,5.0,,positive,,30.0,19.91,2024-07-13
TI000276,ORD00105,C0137,Noodle Nest,Spring Rolls,Side,5.0,Highly satisfied with the taste and delivery speed.,,40.0,30.0,19.91,2024-07-13
TI000277,ORD00105,C0137,Noodle Nest,Jasmine Tea,Drink,5.0,Highly satisfied with the taste and delivery speed.,positive,40.0,30.0,19.91,2024-07-13
TI000278,ORD00106,C0059,Burger Barn,Burger,Main,5.0,"Best meal I've had in a long time, highly recommend!",positive,47.0,13.0,11.0,2024-02-16
TI000279,ORD00106,C0059,Burger Barn,Onion Rings,Side,5.0,"Best meal I've had in a long time, highly recommend!",positive,47.0,13.0,11.0,2024-02-16
